# output_current_566.csv run at 2012-04-08 09:30:00 UTC on 1888 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.609325,-0.398727,0.497483,3.842386,0.586098,1.885263
TR1,0.609325,-0.398727,0.497483,3.842386,0.586098,1.885263
LINE1,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE2,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE3,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE4,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE5,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE6,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE7,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE8,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE9,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE10,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE11,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE12,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE13,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE14,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE15,0.000000,-0.124601,0.000000,-0.425173,0.000000,4.546073
LINE16,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE17,0.000000,-0.124601,0.000000,-0.488580,0.000000,4.650365
LINE18,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE19,0.000000,-0.210280,0.000000,-0.269911,0.000000,4.670369
LINE20,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE21,0.000000,-0.236025,0.000000,-0.316389,0.000000,4.660933
LINE22,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE23,0.000000,-0.149287,0.000000,-0.612935,0.000000,4.661340
LINE24,18.309171,-0.841124,13.801934,3.346831,12.503730,1.253380
LINE25,0.000000,-0.222327,0.000000,-1.096382,0.000000,4.607307
LINE26,1.211987,-0.841701,0.000000,3.181326,0.000000,1.835041
LINE27,17.097184,-0.841083,13.801934,3.346831,12.503730,1.253380
LINE28,0.000000,-0.210280,0.000000,-1.096382,0.000000,4.579480
LINE29,0.484792,-0.841703,0.000000,-0.410921,0.000000,-1.545525
LINE30,0.727196,-0.841700,0.000000,3.171359,0.000000,1.803378
LINE31,17.097184,-0.841083,13.801934,3.346831,12.503730,1.253380
LINE32,0.000000,-0.323431,0.000000,-1.145969,0.000000,4.126404
LINE33,0.484792,-0.841703,0.000000,0.424297,0.000000,-1.351270
LINE34,0.727196,-0.841700,0.000000,2.724929,0.000000,3.006136
LINE35,0.000000,-0.438171,0.923554,3.346973,0.000000,1.649823
LINE36,17.097184,-0.841083,12.878380,3.346821,12.503730,1.253380
LINE37,0.000000,-0.303232,0.000000,-1.132081,0.000000,4.447770
LINE38,0.727196,-0.841700,0.000000,3.220182,0.000000,4.555077
LINE39,0.000000,-0.646309,0.656102,3.346974,0.000000,1.643360
LINE40,0.000000,4.084999,0.267452,3.346971,0.000000,4.703578
LINE41,17.097184,-0.841083,12.878380,3.346821,12.503730,1.253380
LINE42,0.000000,-1.130722,0.000000,-1.045137,0.000000,1.308802
LINE43,0.000000,-0.346682,0.000000,-0.810330,0.000000,4.602700
LINE44,0.727196,-0.841700,0.000000,0.103776,0.000000,4.544377
LINE45,0.000000,0.386662,0.656102,3.346974,0.000000,1.768333
LINE46,0.000000,1.953767,0.267452,3.346971,0.000000,4.483671
LINE47,17.097184,-0.841083,12.878380,3.346821,12.503730,1.253380
LINE48,0.000000,4.702043,0.000000,-1.020826,0.000000,1.109148
LINE49,0.000000,-0.429824,0.000000,-0.810330,0.000000,4.684527
LINE50,0.727196,-0.841700,0.000000,-0.499803,0.000000,4.627992
LINE51,0.000000,1.083057,0.656102,3.346974,0.000000,4.591837
LINE52,17.097184,-0.841083,12.878380,3.346821,12.503730,1.253380
LINE53,0.000000,0.104870,0.000000,4.396097,0.000000,1.092044
LINE54,0.000000,-1.496536,0.000000,-0.754435,0.000000,-1.280972
LINE55,0.000000,-0.356028,0.000000,-0.900990,0.000000,4.682330
LINE56,0.727196,-0.841700,0.000000,0.424970,0.000000,4.525796
LINE57,0.000000,-0.162633,0.656102,3.346974,0.000000,2.478498
LINE58,17.097184,-0.841083,12.878380,3.346821,12.503730,1.253380
LINE59,0.000000,0.220570,0.000000,3.849367,0.000000,0.405166
LINE60,0.000000,-1.329330,0.000000,-1.036976,0.000000,-0.194013
LINE61,0.000000,-0.425173,0.000000,-0.757747,0.000000,4.683307
LINE62,0.727196,-0.841700,0.000000,0.800101,0.000000,4.704621
LINE63,0.000000,3.649163,0.656102,3.346974,0.000000,1.661313
LINE64,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE65,1.929048,-0.841438,0.000000,2.133255,0.000000,-1.264422
LINE66,0.000000,0.065291,0.000000,3.733028,0.000000,1.589496
LINE67,0.000000,-0.711770,0.000000,-1.086620,0.000000,0.489605
LINE68,0.000000,-0.425173,0.000000,-1.132081,0.000000,-1.549131
LINE69,0.727196,-0.841700,0.000000,0.065756,0.000000,2.443503
LINE70,0.000000,2.833767,0.656102,3.346974,0.000000,4.479621
LINE71,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE72,1.414363,-0.841437,0.000000,2.683375,0.000000,1.621116
LINE73,0.514686,-0.841441,0.000000,3.005374,0.000000,1.449945
LINE74,0.000000,-0.203790,0.000000,3.861643,0.000000,1.485413
LINE75,0.000000,-1.255353,0.000000,-0.769189,0.000000,1.178524
LINE76,0.000000,-0.395823,0.000000,-1.142950,0.000000,4.711003
LINE77,0.000000,3.143628,0.656102,3.346974,0.000000,-0.393816
LINE78,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE79,0.000000,-0.448284,0.000000,3.832762,0.000000,1.234222
LINE80,0.000000,-0.963929,0.000000,-0.816263,0.000000,1.191979
LINE81,0.000000,-0.374788,0.000000,-1.086657,0.000000,-1.569465
LINE82,0.000000,3.249224,0.656102,3.346974,0.000000,-1.528615
LINE83,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE84,0.000000,-0.065920,0.000000,2.871097,0.000000,0.805716
LINE85,0.000000,-1.071996,0.000000,-0.852894,0.000000,1.242398
LINE86,0.000000,-0.373703,0.000000,-1.148208,0.000000,4.705570
LINE87,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE88,0.000000,0.089907,0.000000,2.954087,0.000000,0.588781
LINE89,0.000000,-0.901271,0.000000,-0.918561,0.000000,1.277070
LINE90,0.000000,-0.337833,0.000000,-1.007726,0.000000,4.705522
LINE91,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE92,0.000000,3.616561,0.000000,-1.050564,0.000000,0.380532
LINE93,0.000000,-0.488580,0.000000,4.687457,0.000000,4.658656
LINE94,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE95,0.000000,1.062222,0.000000,-0.916116,0.000000,-0.185005
LINE96,0.000000,-0.488580,0.000000,1.545864,0.000000,-0.024932
LINE97,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE98,0.000000,1.742744,0.000000,-0.492905,0.000000,2.224736
LINE99,0.000000,-0.024932,0.000000,1.545864,0.000000,-1.507578
LINE100,15.168136,-0.841037,12.878380,3.346821,12.503730,1.253380
LINE101,0.000000,0.324388,0.000000,4.245767,0.000000,2.478522
LINE102,0.000000,0.000000,0.000000,0.000000,0.000000,-0.024932
LINE103,0.979566,-0.841356,2.559753,3.346933,0.359488,1.253158
LINE104,14.188570,-0.841016,10.318627,3.346793,12.144241,1.253387
LINE105,0.000000,0.146234,0.000000,3.974854,0.000000,3.111345
LINE106,0.979566,-0.841356,2.559753,3.346933,0.359488,1.253158
LINE107,14.188570,-0.841016,10.318627,3.346793,12.144241,1.253387
LINE108,0.000000,0.485597,0.000000,4.253699,0.000000,3.846939
LINE109,0.979566,-0.841356,2.559753,3.346933,0.359488,1.253158
LINE110,14.188570,-0.841016,10.318627,3.346793,12.144241,1.253387
LINE111,0.000000,0.509509,0.000000,3.965074,0.000000,3.601482
LINE112,0.979566,-0.841356,2.559753,3.346933,0.359488,1.253158
LINE113,14.188570,-0.841016,10.318627,3.346793,12.144241,1.253387
LINE114,0.000000,0.520096,0.000000,3.971063,0.000000,3.593929
LINE115,0.979566,-0.841356,2.559753,3.346933,0.359488,1.253158
LINE116,0.648994,-0.841347,0.489379,3.346920,0.794404,1.253242
LINE117,13.539577,-0.841000,9.829248,3.346787,11.349837,1.253397
LINE118,0.000000,0.514021,0.000000,3.963556,0.000000,3.446750
LINE119,0.979566,-0.841356,2.559753,3.346933,0.359488,1.253158
LINE120,0.000000,0.902363,0.000000,0.116965,0.000000,-1.552918
LINE121,0.648994,-0.841347,0.489379,3.346920,0.794404,1.253242
LINE122,13.539577,-0.841000,9.829248,3.346787,11.349837,1.253397
