# output_current_1440.csv run at 2012-04-09 00:00:00 UTC on 1888 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.486002,-0.450609,0.447346,3.968051,0.557158,1.814462
TR1,0.486002,-0.450609,0.447346,3.968051,0.557158,1.814462
LINE1,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE2,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE3,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE4,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE5,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE6,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE7,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE8,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE9,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE10,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE11,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE12,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE13,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE14,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE15,0.000000,-0.419723,0.000000,2.856058,0.000000,1.588885
LINE16,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE17,0.000000,-0.190081,0.000000,2.721870,0.000000,1.588019
LINE18,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE19,0.000000,-0.024932,0.000000,2.838361,0.000000,1.589383
LINE20,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE21,0.000000,-0.149287,0.000000,2.653013,0.000000,1.592827
LINE22,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE23,0.000000,-0.316389,0.000000,2.871682,0.000000,1.587873
LINE24,15.681171,-0.841763,9.797410,3.347316,13.754445,1.253635
LINE25,0.000000,-0.395823,0.000000,2.919265,0.000000,1.584054
LINE26,1.650631,-0.841740,0.000000,3.747582,0.000000,-1.112904
LINE27,14.030540,-0.841766,9.797410,3.347316,13.754445,1.253635
LINE28,0.000000,-0.488580,0.000000,2.845714,0.000000,1.582211
LINE29,1.383193,-0.841739,0.000000,1.882769,0.000000,1.532699
LINE30,0.267438,-0.841746,0.000000,3.788333,0.000000,-1.189059
LINE31,14.030540,-0.841766,9.797410,3.347316,13.754445,1.253635
LINE32,0.000000,-0.422560,0.000000,2.908196,0.000000,1.582586
LINE33,1.383193,-0.841739,0.000000,-0.797295,0.000000,1.509305
LINE34,0.267438,-0.841746,0.000000,3.446373,0.000000,-1.467432
LINE35,0.000000,4.161245,0.618152,3.347192,0.000000,-0.830643
LINE36,14.030540,-0.841766,9.179258,3.347325,13.754445,1.253635
LINE37,0.000000,-0.383703,0.000000,2.902600,0.000000,1.581982
LINE38,0.267438,-0.841746,0.000000,3.878734,0.000000,1.538247
LINE39,0.000000,4.193551,0.284016,3.347192,0.000000,-1.303062
LINE40,0.000000,-0.458298,0.334136,3.347192,0.000000,1.382748
LINE41,14.030540,-0.841766,9.179258,3.347325,13.754445,1.253635
LINE42,0.000000,0.590201,0.000000,1.341687,0.000000,-1.060877
LINE43,0.000000,-0.316389,0.000000,3.016992,0.000000,1.586796
LINE44,0.267438,-0.841746,0.000000,3.877354,0.000000,1.509437
LINE45,0.000000,3.470621,0.284016,3.347192,0.000000,-1.552788
LINE46,0.000000,2.843560,0.334136,3.347192,0.000000,1.616478
LINE47,14.030540,-0.841766,9.179258,3.347325,13.754445,1.253635
LINE48,0.000000,0.538657,0.000000,1.265429,0.000000,-1.088785
LINE49,0.000000,-0.108073,0.000000,2.825204,0.000000,1.589990
LINE50,0.267438,-0.841746,0.000000,-0.235933,0.000000,1.506309
LINE51,0.000000,3.202599,0.284016,3.347192,0.000000,-1.468930
LINE52,14.030540,-0.841766,9.179258,3.347325,13.754445,1.253635
LINE53,0.000000,3.205155,0.000000,3.387246,0.000000,1.935691
LINE54,0.000000,0.656476,0.000000,0.712253,0.000000,-1.052275
LINE55,0.000000,-0.060631,0.000000,2.813776,0.000000,1.608380
LINE56,0.267438,-0.841746,0.000000,0.053044,0.000000,1.683675
LINE57,0.000000,4.057834,0.284016,3.347192,0.000000,-1.527265
LINE58,14.030540,-0.841766,9.179258,3.347325,13.754445,1.253635
LINE59,0.000000,-0.984459,0.000000,3.433614,0.000000,2.294258
LINE60,0.000000,0.561204,0.000000,0.814483,0.000000,-0.694425
LINE61,0.000000,-0.066574,0.000000,2.905567,0.000000,1.598550
LINE62,0.267438,-0.841746,0.000000,1.479127,0.000000,1.420409
LINE63,0.000000,2.985180,0.284016,3.347192,0.000000,4.687341
LINE64,10.934896,-0.841778,9.179258,3.347325,13.754445,1.253635
LINE65,3.095644,-0.841722,0.000000,0.850647,0.000000,-0.892615
LINE66,0.000000,3.354467,0.000000,3.770515,0.000000,2.479162
LINE67,0.000000,0.613345,0.000000,0.527004,0.000000,-0.812835
LINE68,0.000000,0.013511,0.000000,2.845714,0.000000,1.594751
LINE69,0.267438,-0.841746,0.000000,3.026409,0.000000,1.696541
LINE70,0.000000,0.994937,0.284016,3.347192,0.000000,4.661170
LINE71,10.934896,-0.841778,9.179258,3.347325,13.754445,1.253635
LINE72,1.710975,-0.841722,0.000000,0.481574,0.000000,1.480877
LINE73,1.384669,-0.841723,0.000000,2.178999,0.000000,1.556248
LINE74,0.000000,3.915773,0.000000,3.433781,0.000000,3.615827
LINE75,0.000000,0.744467,0.000000,0.523747,0.000000,-1.133807
LINE76,0.000000,0.018145,0.000000,2.805662,0.000000,1.596392
LINE77,0.000000,3.144580,0.284016,3.347192,0.000000,-1.445808
LINE78,10.934896,-0.841778,9.179258,3.347325,13.754445,1.253635
LINE79,0.000000,3.753672,0.000000,3.535225,0.000000,4.437066
LINE80,0.000000,0.761237,0.000000,0.441207,0.000000,-1.255791
LINE81,0.000000,-0.011775,0.000000,2.800375,0.000000,1.595554
LINE82,0.000000,0.039140,0.284016,3.347192,0.000000,1.493306
LINE83,10.934896,-0.841778,9.179258,3.347325,13.754445,1.253635
LINE84,0.000000,3.260591,0.000000,3.637249,0.000000,-1.349276
LINE85,0.000000,0.741858,0.000000,0.432194,0.000000,-1.249731
